"~id","~labels","termo","codigo","categoria","ch_teorica","nome","ch_pratica","label","ch_extensao"
"4:f4b58906-e3ae-4787-871e-1af324202838:77","UCS",3,"5887","ELETIVA",36,"TEORIA DAS FINANÇAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:78","UCS",3,"6073","INTERDISCIPLINAR",36,"TÓPICOS EM CIÊNCIA E TECNOLOGIA I",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:80","UCS",3,"6052","ELETIVA",72,"TOPOLOGIA GERAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:81","UCS",4,"5373","ELETIVA",72,"ÁLGEBRA LINEAR II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:83","UCS",4,"9824","ELETIVA",0,"ATIVIDADES COMPLEMENTARES EXTENSIONISTAS II",36,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:84","UCS",4,"5740","ELETIVA",72,"BIOLOGIA GERAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:85","UCS",4,"5847","ELETIVA",72,"BIOQUÍMICA II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:87","UCS",4,"6045","ELETIVA",72,"CÁLCULO VARIACIONAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:89","UCS",4,"5902","ELETIVA",72,"CIRCUITOS ELÉTRICOS I",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:90","UCS",4,"6046","INTERDISCIPLINAR",62,"CÓDIGOS CORRETORES DE ERROS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:91","UCS",4,"5900","ELETIVA",18,"DESENHO TÉCNICO BÁSICO",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:92","UCS",4,"6084","INTERDISCIPLINAR",36,"DIREITOS HUMANOS, MULTICULTURALISMO E C&T",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:93","UCS",4,"5408","INTERDISCIPLINAR",30,"ECONOMETRIA",42,,
"4:f4b58906-e3ae-4787-871e-1af324202838:94","UCS",4,"6081","ELETIVA",36,"ECONOMIA MONETÁRIA E BANCOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:95","UCS",4,"6077","ELETIVA",36,"ECONOMIA, SOCIEDADE E AMBIENTE",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:96","UCS",4,"6078","ELETIVA",36,"ENGENHARIA TECIDUAL E BIOFABRICAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:97","UCS",4,"5140","ELETIVA",72,"FARMACOLOGIA MOLECULAR",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:98","UCS",4,"5364","ELETIVA",0,"FENÔMENOS DO CONTÍNUO EXPERIMENTAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:99","UCS",4,"4748","ELETIVA",72,"FENÔMENOS ELETROMAGNÉTICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:100","UCS",4,"8272","ELETIVA",60,"FISIOLOGIA HUMANA II",12,,
"4:f4b58906-e3ae-4787-871e-1af324202838:101","UCS",4,"6115","ELETIVA",72,"FISIOPATOLOGIA CLÍNICA DOS SISTEMAS HUMANOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:102","UCS",4,"3584","ELETIVA",62,"FUNÇÕES ANALÍTICAS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:103","UCS",4,"5119","ELETIVA",72,"FUNDAMENTOS DE ENGENHARIA BIOQUÍMICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:105","UCS",4,"6082","ELETIVA",30,"INTRODUÇÃO À ENGENHARIA FINANCEIRA",42,,
"4:f4b58906-e3ae-4787-871e-1af324202838:106","UCS",4,"8042","ELETIVA",36,"INTRODUÇÃO À NEUROCIÊNCIA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:107","UCS",4,"4375","INTERDISCIPLINAR",0,"LABORATÓRIO DE BIOLOGIA MOLECULAR E CELULAR",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:108","UCS",4,"5848","INTERDISCIPLINAR",0,"LABORATÓRIO DE MICROBIOLOGIA",36,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:109","UCS",4,"5928","ELETIVA",8,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: CIRCUITOS DIGITAIS",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:110","UCS",4,"4770","ELETIVA",72,"MECÂNICA GERAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:111","UCS",4,"4547","ELETIVA",62,"MÉTODOS MATEMÁTICOS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:112","UCS",4,"8533","ELETIVA",72,"MÉTODOS MATEMÁTICOS PARA A ENGENHARIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:113","UCS",4,"9792","ELETIVA",72,"MÉTODOS MATEMÁTICOS PARA A ENGENHARIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:114","UCS",4,"6083","ELETIVA",36,"ORGANIZAÇÃO INDUSTRIAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:115","UCS",4,"4166","INTERDISCIPLINAR",36,"PLANEJAMENTO DE EXPERIMENTOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:117","UCS",4,"3163","ELETIVA",60,"PROBABILIDADE",12,,
"4:f4b58906-e3ae-4787-871e-1af324202838:119","UCS",4,"3579","ELETIVA",52,"PROJETO E ANÁLISE DE ALGORITMOS",20,,
"4:f4b58906-e3ae-4787-871e-1af324202838:120","UCS",4,"8101","ELETIVA",62,"PROTOTIPAGEM E MANUFATURA ADITIVA",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:123","UCS",4,"6079","INTERDISCIPLINAR",36,"TÓPICOS EM CIÊNCIA E TECNOLOGIA II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:124","UCS",4,"6930","ELETIVA",72,"TÓPICOS ESPECIAIS EM CIÊNCIA E ENGENHARIA DE MATERIAIS I",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:125","UCS",4,"6941","ELETIVA",36,"TÓPICOS ESPECIAIS EM CIÊNCIA E ENGENHARIA DE MATERIAIS III",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:127","UCS",5,"4146","ELETIVA",62,"ÁLGEBRA LINEAR COMPUTACIONAL",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:128","UCS",5,"5132","ELETIVA",72,"ANÁLISE DE SINAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:130","UCS",5,"9901","ELETIVA",36,"ASPECTOS BÁSICOS DA ERGONOMIA PARA ENGENHEIROS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:131","UCS",5,"5384","INTERDISCIPLINAR",36,"BIOÉTICA E BIOSSEGURANÇA",0,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:133","UCS",5,"5760","ELETIVA",72,"BIOQUÍMICA ANALÍTICA",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:134","UCS",5,"7232","ELETIVA",56,"CIÊNCIA E ENGENHARIA DE BIOMATERIAIS",16,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:135","UCS",5,"5903","ELETIVA",72,"CIRCUITOS ELÉTRICOS II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:138","UCS",5,"5901","ELETIVA",0,"DESENHO TÉCNICO ASSISTIDO POR COMPUTADOR",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:139","UCS",5,"6106","OPTATIVA",18,"ELABORAÇÃO DE TRABALHOS CIENTÍFICOS E TECN. EM COMPUTAÇÃO",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:140","UCS",5,"7671","INTERDISCIPLINAR",20,"EMPREENDEDORISMO",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:141","UCS",5,"5849","INTERDISCIPLINAR",36,"EMPREENDEDORISMO EM BIOTECNOLOGIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:142","UCS",5,"5762","ELETIVA",72,"ENGENHARIA BIOQUÍMICA I",0,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:143","UCS",5,"4545","ELETIVA",72,"EQUAÇÕES DIFERENCIAIS PARCIAIS",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:144","UCS",5,"4405","ELETIVA",72,"ESPAÇOS MÉTRICOS",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:145","UCS",5,"6054","ELETIVA",62,"ESTATÍSTICA MATEMÁTICA",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:146","UCS",5,"5136","ELETIVA",72,"FENÔMENOS DE TRANSPORTE",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:147","UCS",5,"5137","ELETIVA",0,"FENÔMENOS ELETROMAGNÉTICOS EXPERIMENTAL",36,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:148","UCS",5,"4403","ELETIVA",72,"FÍSICA MODERNA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:149","UCS",5,"5141","ELETIVA",72,"FISIOPATOLOGIA CARDIORRESPIRATÓRIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:151","UCS",5,"6048","INTERDISCIPLINAR",40,"INTRODUÇÃO À AEROELASTICIDADE",32,,
"4:f4b58906-e3ae-4787-871e-1af324202838:153","UCS",5,"4714","INTERDISCIPLINAR",72,"INTRODUÇÃO À ECOLOGIA",0,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:154","UCS",5,"9802","ELETIVA",36,"INTRODUÇÃO AOS MATERIAIS ELÉTRICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:155","UCS",5,"6089","ELETIVA",0,"LABORATÓRIO DE CIRCUITOS ELÉTRICOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:156","UCS",5,"6090","ELETIVA",14,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES",58,,
"4:f4b58906-e3ae-4787-871e-1af324202838:158","UCS",5,"8239","INTERDISCIPLINAR",36,"MARKETING ESTRATÉGICO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:159","UCS",5,"5142","ELETIVA",60,"MATERIAIS CERÂMICOS",12,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:160","UCS",5,"5143","ELETIVA",52,"MATERIAIS METÁLICOS",20,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:161","UCS",5,"5144","ELETIVA",60,"MATERIAIS POLIMÉRICOS",12,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:162","UCS",5,"6056","ELETIVA",62,"MODELOS LINEARES GENERALIZADOS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:164","UCS",5,"4402","ELETIVA",58,"OTIMIZAÇÃO NÃO LINEAR",14,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:166","UCS",5,"4147","ELETIVA",62,"PROCESSOS ESTOCÁSTICOS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:167","UCS",5,"9722","ELETIVA",0,"PROGRAMAÇÃO EM PYTHON APLICADA À ENGENHARIA BIOMÉDICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:168","UCS",5,"4663","ELETIVA",36,"PROGRAMAÇÃO PARALELA E PROCESSAMENTO DE ALTO DESEMPENHO",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:169","UCS",5,"5168","ELETIVA",36,"PROJETO ORIENTADO A OBJETOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:171","UCS",5,"6674","ELETIVA",36,"RECICLAGEM DE MATERIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:172","UCS",5,"5145","ELETIVA",72,"RESISTÊNCIA DOS MATERIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:176","UCS",5,"10245","ELETIVA",18,"SOFT SKILLS BASEADA EM NEUROCIÊNCIA",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:177","UCS",5,"4406","INTERDISCIPLINAR",62,"TEORIA DOS NÚMEROS E CRIPTOGRAFIA",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:178","UCS",5,"6091","INTERDISCIPLINAR",36,"TÓPICOS EM CIÊNCIA E TECNOLOGIA III",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:180","UCS",5,"9828","ELETIVA",0,"TÓPICOS EM MATEMÁTICA E SOCIEDADE I",36,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:182","UCS",5,"6931","ELETIVA",72,"TÓPICOS ESPECIAIS EM CIÊNCIA E ENGENHARIA DE MATERIAIS II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:183","UCS",5,"6942","ELETIVA",64,"TÓPICOS ESPECIAIS EM CIÊNCIA E ENGENHARIA DE MATERIAIS IV",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:185","UCS",6,"6044","ELETIVA",72,"ANÁLISE DO RN",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:186","UCS",6,"6053","ELETIVA",62,"ANÁLISE MULTIVARIADA",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:187","UCS",6,"5918","ELETIVA",72,"ANÁLISE REAL II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:190","UCS",6,"4782","ELETIVA",32,"ASPECTOS DE IMPLEMENTAÇÃO DE BANCO DE DADOS",40,,
"4:f4b58906-e3ae-4787-871e-1af324202838:191","UCS",6,"9825","ELETIVA",0,"ATIVIDADES COMPLEMENTARES EXTENSIONISTAS III",36,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:192","UCS",6,"6110","ELETIVA",36,"AVANÇOS EM ENGENHARIA BIOMÉDICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:194","UCS",6,"6111","ELETIVA",72,"BIOENGENHARIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:195","UCS",6,"5133","ELETIVA",36,"BIOÉTICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:196","UCS",6,"6093","ELETIVA",72,"BIOFÍSICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:197","UCS",6,"5856","ELETIVA",36,"BIOINFORMÁTICA AVANÇADA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:198","UCS",6,"5853","ELETIVA",36,"BIOLOGIA ESTRUTURAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:199","UCS",6,"9917","ELETIVA",72,"BIOLOGIA MOLECULAR DA CÉLULA AVANÇADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:200","UCS",6,"5776","ELETIVA",36,"BIOMECÂNICA",36,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:201","UCS",6,"8216","ELETIVA",36,"BIOMECÂNICA APLICADA À REABILITAÇÃO E AO ESPORTE",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:203","UCS",6,"5857","ELETIVA",72,"BIOTECNOLOGIA AMBIENTAL I",0,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:204","UCS",6,"5865","ELETIVA",72,"BIOTECNOLOGIA AMBIENTAL II",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:205","UCS",6,"5858","ELETIVA",72,"BIOTECNOLOGIA ANIMAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:206","UCS",6,"6088","ELETIVA",72,"BIOTECNOLOGIA DE ENERGIAS RENOVÁVEIS I",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:207","UCS",6,"5863","ELETIVA",72,"BIOTECNOLOGIA DE ENERGIAS RENOVÁVEIS II",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:208","UCS",6,"5867","ELETIVA",64,"BIOTECNOLOGIA VEGETAL",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:209","UCS",6,"6666","ELETIVA",72,"BLENDAS POLIMÉRICAS",0,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:210","UCS",6,"5859","ELETIVA",64,"BOTÂNICA E FISIOLOGIA VEGETAL",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:211","UCS",6,"5875","ELETIVA",36,"CERÂMICAS REFRATÁRIAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:213","UCS",6,"2615","ELETIVA",36,"COMPILADORES",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:214","UCS",6,"8532","ELETIVA",36,"CONDICIONAMENTO ANALÓGICO DE SINAIS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:215","UCS",6,"5386","ELETIVA",36,"CONTROLE DE SISTEMAS DINÂMICOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:216","UCS",6,"7670","ELETIVA",36,"CONTROLE DIGITAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:217","UCS",6,"5881","ELETIVA",72,"CORROSÃO E DEGRADAÇÃO DE MATERIAIS",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:218","UCS",6,"4381","ELETIVA",36,"CULTURA DE CÉLULAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:219","UCS",6,"4171","ELETIVA",72,"DESAFIOS DE PROGRAMAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:222","UCS",6,"7493","ELETIVA",18,"DESENVOLVIMENTO DE NOVOS NEGÓCIOS EM ENGENHARIA BIOMÉDICA",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:223","UCS",6,"8041","ELETIVA",36,"DESENVOLVIMENTO INTEGRADO DE PRODUTOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:224","UCS",6,"5869","ELETIVA",72,"ECOLOGIA AVANÇADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:225","UCS",6,"8531","ELETIVA",72,"EFEITOS BIOLÓGICOS DAS RADIAÇÕES IONIZANTES",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:226","UCS",6,"6062","ELETIVA",72,"ELEMENTOS DE ÁLGEBRA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:227","UCS",6,"8642","ELETIVA",60,"ELETIVA,- CIDADES: LINGUAGENS, NARRATIVAS E EXPERIÊNCIAS URBANAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:228","UCS",6,"8521","ELETIVA",50,"ELETRÔNICA",22,,
"4:f4b58906-e3ae-4787-871e-1af324202838:229","UCS",6,"5410","ELETIVA",72,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:230","UCS",6,"5851","ELETIVA",72,"ENGENHARIA BIOQUÍMICA II",0,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:231","UCS",6,"5890","ELETIVA",72,"ENGENHARIA CERÂMICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:232","UCS",6,"6107","ELETIVA",36,"ENGENHARIA CLÍNICA HOSPITALAR APLICADA",36,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:233","UCS",6,"9689","ELETIVA",72,"ENGENHARIA DE MICROESTRUTURA DE METAIS E LIGAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:234","UCS",6,"6682","ELETIVA",72,"ENGENHARIA DE PRODUTOS CERÂMICOS",0,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:235","UCS",6,"2614","ELETIVA",36,"ENGENHARIA DE SOFTWARE",36,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:236","UCS",6,"6112","ELETIVA",36,"ENGENHARIA MÉDICA APLICADA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:237","UCS",6,"5868","INTERDISCIPLINAR",72,"ENGENHARIA TECIDUAL E MEDICINA REGENERATIVA",0,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:238","UCS",6,"5387","ELETIVA",52,"ENSAIOS DE MATERIAIS",20,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:239","UCS",6,"6094","ELETIVA",72,"EQUAÇÕES DIFERENCIAIS ORDINÁRIAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:240","UCS",6,"5871","ELETIVA",60,"ESTRUTURA E PROPRIEDADES DE POLÍMEROS",12,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:241","UCS",6,"9902","ELETIVA",72,"FENÔMENOS DE TRANSPORTE APLICADOS A SISTEMAS BIOLÓGICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:242","UCS",6,"9817","INTERDISCIPLINAR",36,"FENÔMENOS ÓPTICOS",36,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:243","UCS",6,"5761","ELETIVA",0,"FÍSICA MODERNA EXPERIMENTAL",72,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:244","UCS",6,"6047","INTERDISCIPLINAR",58,"FLUXOS EM REDES",14,,
"4:f4b58906-e3ae-4787-871e-1af324202838:245","UCS",6,"9794","ELETIVA",20,"FUNDAMENTOS DE ADMINISTRAÇÃO",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:246","UCS",6,"9803","ELETIVA",36,"FUNDAMENTOS DE ELETRÔNICA APLICADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:247","UCS",6,"5777","ELETIVA",36,"FUNDAMENTOS DE MATLAB APLICADO À ENGENHARIA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:248","UCS",6,"9877","ELETIVA",72,"FUNDAMENTOS DE QUÍMICA MEDICINAL",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:249","UCS",6,"4424","ELETIVA",36,"GEOMETRIA ANALÍTICA II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:250","UCS",6,"8650","INTERDISCIPLINAR",36,"GESTÃO DA INOVAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:251","UCS",6,"5886","INTERDISCIPLINAR",20,"GESTÃO DE PROJETOS",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:252","UCS",6,"4165","ELETIVA",36,"IMAGENS BIOMÉDICAS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:253","UCS",6,"5864","ELETIVA",72,"IMUNOLOGIA APLICADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:254","UCS",6,"5855","ELETIVA",72,"IMUNOLOGIA GERAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:256","UCS",6,"8273","ELETIVA",48,"INSTRUMENTOS BIOMÉDICOS",24,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:257","UCS",6,"8217","ELETIVA",56,"INSTRUMENTOS ELETROMÉDICOS",16,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:258","UCS",6,"5781","ELETIVA",54,"INTERAÇÃO HUMANO-COMPUTADOR",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:259","UCS",6,"9880","ELETIVA",54,"INTERAÇÃO HUMANO-COMPUTADOR E EXPERIÊNCIA DO USUÁRIO (UX)",18,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:261","UCS",6,"9509","ELETIVA",72,"INTRODUÇÃO À ANALISE DE FALHAS EM METAIS",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:262","UCS",6,"6049","ELETIVA",72,"INTRODUÇÃO À ANÁLISE FUNCIONAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:263","UCS",6,"5390","INTERDISCIPLINAR",72,"INTRODUÇÃO À BIOLOGIA DE SISTEMAS",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:264","UCS",6,"9793","ELETIVA",36,"INTRODUÇÃO À ECONOMIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:265","UCS",6,"5453","ELETIVA",36,"INTRODUÇÃO À ELETROTÉCNICA",0,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:266","UCS",6,"6085","ELETIVA",72,"INTRODUÇÃO À GEOMETRIA DIFERENCIAL",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:267","UCS",6,"7583","ELETIVA",72,"INTRODUÇÃO À ÓTICA BIOMÉDICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:268","UCS",6,"4412","ELETIVA",64,"INTRODUÇÃO À PESQUISA OPERACIONAL",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:269","UCS",6,"8529","ELETIVA",72,"INTRODUÇÃO À TEORIA DOS SISTEMAS DINÂMICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:270","UCS",6,"7977","OPTATIVA",40,"INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS DIGITAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:272","UCS",6,"6899","OPTATIVA",40,"JOGOS, GAMES E GAMIFICAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:274","UCS",6,"5850","ELETIVA",0,"LABORATÓRIO DE BIOQUÍMICA ANALÍTICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:275","UCS",6,"9806","ELETIVA",8,"LABORATÓRIO DE CONTROLE APLICADO",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:276","UCS",6,"5930","ELETIVA",0,"LABORATÓRIO DE ELETRÔNICA DIGITAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:277","UCS",6,"5852","INTERDISCIPLINAR",0,"LABORATÓRIO DE ENGENHARIA BIOQUÍMICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:278","UCS",6,"6055","ELETIVA",36,"LABORATÓRIO DE ESTATÍSTICA APLICADA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:279","UCS",6,"5412","ELETIVA",58,"LABORATÓRIO DE METODOLOGIAS ÁGEIS",14,,
"4:f4b58906-e3ae-4787-871e-1af324202838:280","UCS",6,"6098","ELETIVA",14,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: COMPILADORES",58,,
"4:f4b58906-e3ae-4787-871e-1af324202838:281","UCS",6,"8271","ELETIVA",36,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: COMUNICAÇÃO DIGITAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:282","UCS",6,"6095","ELETIVA",8,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: ENGENHARIA DE SISTEMAS",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:283","UCS",6,"6109","ELETIVA",8,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: REDES DE COMPUTADORES",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:284","UCS",6,"6102","ELETIVA",14,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: SISTEMAS OPERACIONAIS",58,,
"4:f4b58906-e3ae-4787-871e-1af324202838:285","UCS",6,"5937","ELETIVA",24,"LABORATÓRIO DE USABILIDADE NA WEB",48,,
"4:f4b58906-e3ae-4787-871e-1af324202838:286","UCS",6,"5470","OPTATIVA",60,"LIBRAS - EAD",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:287","UCS",6,"4775","ELETIVA",36,"MACROECONOMIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:288","UCS",6,"9016","ELETIVA",72,"MANUFATURA ADITIVA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:289","UCS",6,"7580","ELETIVA",72,"MATERIAIS AEROESPACIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:290","UCS",6,"5393","ELETIVA",64,"MATERIAIS COMPÓSITOS",8,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:291","UCS",6,"6927","ELETIVA",72,"MATERIAIS DE CONSTRUÇÃO CIVIL",0,,
